Id,Order_Date,Discount,Subtotal,Total,payment,Purchase_Status,Mes,Customer_Id,Customer_Name,City,State,Region,Delivery_Id,Services,P_Sevice,D_Forecast,D_Date,Status
1389,2025-04-23 08:54:26,0.049,699.6,698.31,Debito,Confirmado,Abril,C01389,Lucas Silva,Gravataí,RS,Sul,D01389,Scheduled,32.99,2025-04-29 22:08:12,2025-05-01 22:08:12,Trânsito
1391,2025-03-24 22:58:49,0.034,5397.03,5236.43,PIX,Confirmado,Março,C01391,Dra. Gabriela Vieira,Serra,ES,Sudeste,D01391,Standard,22.9,2025-04-22 23:23:52,2025-04-22 23:23:52,A Caminho
1395,2025-04-14 13:07:46,0.0023,2309.7,2337.38,Credito,Confirmado,Abril,C01395,Sr. Bryan Castro,Ribeirão Preto,SP,Sudeste,D01395,Scheduled,32.99,2025-04-18 13:30:19,2025-04-20 13:30:19,Atrasado
1399,2025-05-01 02:52:42,0.1058,1347.0,1247.39,PIX,Confirmado,Maio,C01399,Pietra Peixoto,Currais Novos,RN,Nordeste,D01399,Same-Day,42.9,2025-04-15 18:20:57,2025-04-18 18:20:57,Trânsito
1401,2025-03-01 09:18:22,0.0666,2742.13,2582.4,Boleto,Confirmado,Março,C01401,Cauã da Mota,Patos,PB,Nordeste,D01401,Standard,22.9,2025-05-16 03:01:37,2025-05-17 03:01:37,Atrasado
1413,2025-04-17 12:51:51,0.0213,2309.7,2303.4,Boleto,Confirmado,Abril,C01413,Eduardo Pires,Santa Rita,PB,Nordeste,D01413,Same-Day,42.9,2025-04-26 15:58:46,2025-04-28 15:58:46,Entregue
1417,2025-04-15 12:55:48,0.1195,374.73,362.94,Credito,Confirmado,Abril,C01417,Emilly Rodrigues,Vitória,ES,Sudeste,D01417,Scheduled,32.99,2025-04-28 04:37:11,2025-04-29 04:37:11,A Caminho
1425,2025-04-15 06:00:35,0.0364,3958.2,3837.02,Boleto,Confirmado,Abril,C01425,Lucca Ramos,Tocantinópolis,TO,Norte,D01425,Standard,22.9,2025-05-14 03:32:41,2025-05-14 03:32:41,A Caminho
1427,2025-02-28 13:42:17,0.0899,1979.1,1824.08,PIX,Confirmado,Fevereiro,C01427,Theo Caldeira,Serra,ES,Sudeste,D01427,Standard,22.9,2025-04-28 23:37:19,2025-04-29 23:37:19,Entregue
1434,2025-04-10 21:45:46,0.0627,155.4,188.56,PIX,Confirmado,Abril,C01434,Clara Gomes,Fortaleza,CE,Nordeste,D01434,Same-Day,42.9,2025-05-02 13:06:04,2025-05-02 13:06:04,Atrasado
1436,2025-03-25 11:22:10,0.0525,3049.99,2922.86,Debito,Confirmado,Março,C01436,Juliana Barbosa,Chapecó,SC,Sul,D01436,Scheduled,32.99,2025-05-04 01:50:13,2025-05-06 01:50:13,Entregue
1437,2025-03-21 11:27:51,0.0369,1715.96,1675.54,Boleto,Confirmado,Março,C01437,Pietra Duarte,Parintins,AM,Norte,D01437,Standard,22.9,2025-04-27 19:33:55,2025-04-29 19:33:55,Trânsito
1438,2025-05-02 16:51:18,0.0343,349.8,360.7,Boleto,Confirmado,Maio,C01438,Srta. Luna Moraes,Betim,MG,Sudeste,D01438,Standard,22.9,2025-05-14 03:44:16,2025-05-14 03:44:16,Trânsito
1439,2025-05-16 04:53:57,0.0424,107.8,126.13,Boleto,Confirmado,Maio,C01439,Maria Clara Dias,Imperatriz,MA,Nordeste,D01439,Standard,22.9,2025-05-02 14:38:11,2025-05-07 14:38:11,Atrasado
1440,2025-05-02 02:03:08,0.0271,129.86,149.24,Boleto,Confirmado,Maio,C01440,Emilly Cavalcanti,Olinda,PE,Nordeste,D01440,Standard,22.9,2025-04-21 12:18:19,2025-04-23 12:18:19,Entregue
1450,2025-04-15 23:22:50,0.0485,129.86,146.46,Credito,Confirmado,Abril,C01450,Leonardo Araújo,Nova Iguaçu,RJ,Sudeste,D01450,Standard,22.9,2025-05-11 01:53:53,2025-05-11 01:53:53,A Caminho
1452,2025-05-02 07:30:54,0.1337,4316.0,3761.85,Boleto,Confirmado,Maio,C01452,Sarah Melo,Curitiba,PR,Sul,D01452,Standard,22.9,2025-05-09 14:57:19,2025-05-13 14:57:19,A Caminho
1458,2025-03-15 10:32:52,0.1412,35.8,63.74,Credito,Confirmado,Março,C01458,Davi Carvalho,Ferreira Gomes,AP,Norte,D01458,Scheduled,32.99,2025-04-18 15:15:43,2025-04-22 15:15:43,Atrasado
1462,2025-03-21 06:15:48,0.0991,5484.26,4973.76,Debito,Confirmado,Março,C01462,Guilherme da Cunha,Tocantinópolis,TO,Norte,D01462,Scheduled,32.99,2025-05-04 12:21:41,2025-05-08 12:21:41,Trânsito
1467,2025-03-28 09:58:48,0.0281,3796.0,3722.32,PIX,Confirmado,Março,C01467,Lívia Teixeira,Campinas,SP,Sudeste,D01467,Scheduled,32.99,2025-05-03 10:38:40,2025-05-08 10:38:40,Trânsito
1475,2025-04-16 23:12:04,0.0218,9208.0,9050.17,Debito,Confirmado,Abril,C01475,Francisco Ribeiro,Juazeiro do Norte,CE,Nordeste,D01475,Same-Day,42.9,2025-05-08 13:02:38,2025-05-10 13:02:38,Trânsito
1477,2025-03-17 10:13:20,0.1403,5397.03,4682.73,Credito,Confirmado,Março,C01477,Enrico Castro,Floriano,PI,Nordeste,D01477,Same-Day,42.9,2025-04-19 16:18:54,2025-04-20 16:18:54,Atrasado
1478,2025-04-18 00:54:21,0.0713,1799.01,1693.64,Debito,Confirmado,Abril,C01478,Mariana Melo,Porto Alegre,RS,Sul,D01478,Standard,22.9,2025-04-20 06:20:19,2025-04-25 06:20:19,A Caminho
1479,2025-04-07 09:51:03,0.0096,51.8,84.29,Credito,Confirmado,Abril,C01479,Elisa Moura,Caracaraí,RR,Norte,D01479,Scheduled,32.99,2025-05-06 14:08:03,2025-05-07 14:08:03,Atrasado
1486,2025-05-14 14:21:06,0.1366,497.97,472.85,Debito,Confirmado,Maio,C01486,Rafaela Campos,Gravataí,RS,Sul,D01486,Same-Day,42.9,2025-04-19 01:43:38,2025-04-21 01:43:38,Atrasado
1488,2025-04-18 15:23:43,0.0944,2847.0,2611.23,Credito,Confirmado,Abril,C01488,Enzo Gabriel Costa,Londrina,PR,Sul,D01488,Scheduled,32.99,2025-05-06 12:31:01,2025-05-07 12:31:01,Atrasado
1498,2025-04-21 01:55:44,0.0325,124.91,143.75,Credito,Confirmado,Abril,C01498,Juan Araújo,Bacabal,MA,Nordeste,D01498,Standard,22.9,2025-05-12 19:34:30,2025-05-15 19:34:30,A Caminho
1499,2025-05-05 12:36:18,0.0637,1079.0,1043.26,Credito,Confirmado,Maio,C01499,Noah Rodrigues,Ji-Paraná,RO,Norte,D01499,Scheduled,32.99,2025-04-17 15:14:07,2025-04-18 15:14:07,A Caminho
1502,2025-05-11 21:42:39,0.1496,449.0,404.73,PIX,Confirmado,Maio,C01502,Cauê Jesus,Caracaraí,RR,Norte,D01502,Standard,22.9,2025-04-20 18:11:35,2025-04-22 18:11:35,A Caminho
1504,2025-04-17 15:41:12,0.058,207.2,218.08,Credito,Confirmado,Abril,C01504,Pedro Miguel Caldeira,Caxias do Sul,RS,Sul,D01504,Standard,22.9,2025-05-02 05:49:18,2025-05-03 05:49:18,Trânsito
1509,2025-02-26 07:38:51,0.0335,1626.57,1605.07,Credito,Confirmado,Fevereiro,C01509,Sra. Marina Araújo,Mazagão,AP,Norte,D01509,Scheduled,32.99,2025-05-07 03:46:21,2025-05-10 03:46:21,Trânsito
1512,2025-03-10 16:36:13,0.1108,4604.0,4126.87,Debito,Confirmado,Março,C01512,Sophia Nascimento,Cascavel,PR,Sul,D01512,Scheduled,32.99,2025-04-19 08:31:15,2025-04-20 08:31:15,Trânsito
1516,2025-02-25 06:17:42,0.0136,5484.26,5432.57,PIX,Confirmado,Fevereiro,C01516,Luana Rezende,Camaçari,BA,Nordeste,D01516,Standard,22.9,2025-04-18 14:32:48,2025-04-20 14:32:48,Atrasado
1523,2025-03-08 05:21:54,0.0404,2144.0,2080.28,Boleto,Confirmado,Março,C01523,Ana Vitória Costela,Caxias do Sul,RS,Sul,D01523,Standard,22.9,2025-05-04 12:50:22,2025-05-05 12:50:22,Trânsito
1532,2025-04-28 06:23:11,0.0328,1072.0,1059.74,Credito,Confirmado,Abril,C01532,Ana Novaes,Chapecó,SC,Sul,D01532,Standard,22.9,2025-04-26 01:41:44,2025-04-30 01:41:44,A Caminho
1533,2025-03-13 12:50:09,0.0882,99.8,113.9,PIX,Confirmado,Março,C01533,Ana Beatriz Costela,Maringá,PR,Sul,D01533,Standard,22.9,2025-05-12 04:53:51,2025-05-15 04:53:51,Atrasado
1540,2025-02-25 19:03:07,0.1343,4288.0,3735.02,PIX,Confirmado,Fevereiro,C01540,Caio Cavalcanti,Mazagão,AP,Norte,D01540,Standard,22.9,2025-04-20 10:05:22,2025-04-25 10:05:22,A Caminho
1541,2025-05-16 16:34:06,0.1425,2742.13,2384.37,Debito,Confirmado,Maio,C01541,Dr. Joaquim Rocha,Palmas,TO,Norte,D01541,Scheduled,32.99,2025-05-12 23:29:31,2025-05-13 23:29:31,Entregue
1549,2025-05-11 01:31:29,0.1427,4316.0,3743.01,PIX,Confirmado,Maio,C01549,Luiza Lopes,Olinda,PE,Nordeste,D01549,Same-Day,42.9,2025-04-12 13:52:42,2025-04-17 13:52:42,Atrasado
1556,2025-03-16 23:15:08,0.116,161.7,185.84,Credito,Confirmado,Março,C01556,Fernando Ramos,Boa Vista,RR,Norte,D01556,Same-Day,42.9,2025-05-16 16:48:58,2025-05-16 16:48:58,A Caminho
1569,2025-04-28 01:05:13,0.0697,857.98,841.08,Debito,Confirmado,Abril,C01569,Luiz Felipe Porto,Ananindeua,PA,Norte,D01569,Same-Day,42.9,2025-05-09 19:27:41,2025-05-13 19:27:41,Trânsito
1572,2025-03-19 22:01:07,0.0491,1799.01,1733.58,Debito,Confirmado,Março,C01572,Daniela Peixoto,Recife,PE,Nordeste,D01572,Standard,22.9,2025-04-20 22:42:55,2025-04-20 22:42:55,A Caminho
1573,2025-05-15 09:57:41,0.0503,1286.97,1245.14,Credito,Confirmado,Maio,C01573,Srta. Ana Laura Oliveira,Blumenau,SC,Sul,D01573,Standard,22.9,2025-05-13 22:20:01,2025-05-13 22:20:01,Entregue
1575,2025-04-07 05:52:35,0.0245,107.8,148.06,PIX,Confirmado,Abril,C01575,Alana Novaes,Pelotas,RS,Sul,D01575,Same-Day,42.9,2025-04-27 04:34:02,2025-04-28 04:34:02,Atrasado
1583,2025-03-13 20:09:18,0.0041,3049.99,3080.39,Debito,Confirmado,Março,C01583,Alice Costela,Porto Nacional,TO,Norte,D01583,Same-Day,42.9,2025-05-01 12:21:55,2025-05-05 12:21:55,Atrasado
1585,2025-03-24 02:09:08,0.1225,5937.3,5232.88,Credito,Confirmado,Março,C01585,Ana Lívia Ramos,Campinas,SP,Sudeste,D01585,Standard,22.9,2025-05-07 09:02:19,2025-05-09 09:02:19,Trânsito
1606,2025-04-03 08:13:56,0.0391,3237.0,3143.42,PIX,Confirmado,Abril,C01606,Isabel da Luz,Aracaju,SE,Nordeste,D01606,Scheduled,32.99,2025-04-14 23:20:44,2025-04-17 23:20:44,A Caminho
1615,2025-04-02 16:41:21,0.112,699.6,664.14,Debito,Confirmado,Abril,C01615,Juliana Costela,Rio de Janeiro,RJ,Sudeste,D01615,Same-Day,42.9,2025-05-12 15:11:01,2025-05-13 15:11:01,A Caminho
1625,2025-04-18 09:55:02,0.1079,107.8,129.16,Debito,Confirmado,Abril,C01625,Srta. Ana Julia Viana,São Gonçalo,RJ,Sudeste,D01625,Scheduled,32.99,2025-05-08 03:52:34,2025-05-08 03:52:34,Entregue
1633,2025-03-21 11:52:33,0.1131,1796.0,1635.77,Debito,Confirmado,Março,C01633,Maria Clara da Mota,Florianópolis,SC,Sul,D01633,Same-Day,42.9,2025-05-05 02:14:00,2025-05-08 02:14:00,Trânsito
1634,2025-02-20 18:55:39,0.0354,103.6,132.92,PIX,Confirmado,Fevereiro,C01634,Bruno Silva,Porto Nacional,TO,Norte,D01634,Scheduled,32.99,2025-05-02 14:53:55,2025-05-04 14:53:55,Entregue
1636,2025-02-22 01:55:08,0.0596,165.99,189.09,Credito,Confirmado,Fevereiro,C01636,Julia da Cruz,Sobral,CE,Nordeste,D01636,Scheduled,32.99,2025-05-13 09:28:58,2025-05-15 09:28:58,Atrasado
1638,2025-04-07 18:10:09,0.0254,524.7,554.27,Debito,Confirmado,Abril,C01638,Dra. Agatha Moreira,Campinas,SP,Sudeste,D01638,Same-Day,42.9,2025-04-28 10:28:34,2025-05-01 10:28:34,Atrasado
1640,2025-03-31 01:01:03,0.0284,53.7,95.07,Boleto,Confirmado,Março,C01640,Vicente Ramos,Caracaraí,RR,Norte,D01640,Same-Day,42.9,2025-05-14 16:25:24,2025-05-15 16:25:24,Trânsito
1641,2025-03-24 09:28:56,0.1019,519.44,489.41,Boleto,Confirmado,Março,C01641,Srta. Emilly Castro,Santo André,SP,Sudeste,D01641,Standard,22.9,2025-04-30 18:48:06,2025-04-30 18:48:06,Atrasado
1645,2025-03-09 23:11:42,0.0294,1626.57,1611.74,PIX,Confirmado,Março,C01645,Sr. Antônio Novaes,Duque de Caxias,RJ,Sudeste,D01645,Scheduled,32.99,2025-05-02 16:26:23,2025-05-05 16:26:23,Entregue
1646,2025-04-29 10:33:17,0.059,2158.0,2073.58,Credito,Confirmado,Abril,C01646,Sra. Olivia Pereira,Sobral,CE,Nordeste,D01646,Same-Day,42.9,2025-05-02 22:40:00,2025-05-06 22:40:00,Entregue
1649,2025-05-13 17:01:11,0.0523,1539.8,1492.26,PIX,Confirmado,Maio,C01649,Nathan Castro,Brasiléia,AC,Norte,D01649,Scheduled,32.99,2025-04-23 07:10:03,2025-04-24 07:10:03,Entregue
1650,2025-03-23 20:39:01,0.0495,13812.0,13161.3,Credito,Confirmado,Março,C01650,Dr. Yuri Duarte,Pico,PI,Nordeste,D01650,Scheduled,32.99,2025-05-06 06:10:25,2025-05-06 06:10:25,Atrasado
1657,2025-03-27 05:39:52,0.1234,1796.0,1617.27,Credito,Confirmado,Março,C01657,Vicente Souza,Caicó,RN,Nordeste,D01657,Same-Day,42.9,2025-04-27 02:03:25,2025-04-30 02:03:25,Trânsito
1659,2025-02-24 19:00:21,0.0187,17.9,40.47,Debito,Confirmado,Fevereiro,C01659,Diogo Santos,Joinville,SC,Sul,D01659,Standard,22.9,2025-05-13 00:51:11,2025-05-13 00:51:11,A Caminho
1661,2025-04-21 22:16:33,0.1409,13812.0,11898.88,Credito,Confirmado,Abril,C01661,Eduarda Cardoso,Campinas,SP,Sudeste,D01661,Scheduled,32.99,2025-05-03 18:21:46,2025-05-05 18:21:46,A Caminho
1667,2025-03-28 15:00:09,0.1386,1796.0,1569.97,PIX,Confirmado,Março,C01667,Camila Aragão,Macapá,AP,Norte,D01667,Standard,22.9,2025-05-06 06:53:30,2025-05-06 06:53:30,Entregue
1672,2025-05-15 12:34:27,0.0628,165.99,198.47,PIX,Confirmado,Maio,C01672,Yasmin Lopes,São Bernardo do Campo,SP,Sudeste,D01672,Same-Day,42.9,2025-05-09 13:52:12,2025-05-13 13:52:12,Entregue
1675,2025-02-18 09:35:10,0.1131,1979.1,1788.25,PIX,Confirmado,Fevereiro,C01675,Esther Vieira,Vitória da Conquista,BA,Nordeste,D01675,Scheduled,32.99,2025-04-24 00:17:39,2025-04-29 00:17:39,Atrasado
1677,2025-03-06 11:53:33,0.0785,519.44,501.56,Boleto,Confirmado,Março,C01677,Matheus Ribeiro,Londrina,PR,Sul,D01677,Standard,22.9,2025-04-29 01:04:11,2025-05-02 01:04:11,Atrasado
1679,2025-03-03 11:23:20,0.044,3598.02,3472.7,Debito,Confirmado,Março,C01679,Amanda Araújo,Araguaína,TO,Norte,D01679,Scheduled,32.99,2025-05-12 15:47:22,2025-05-16 15:47:22,Trânsito
1680,2025-04-23 01:16:02,0.0388,7196.04,6949.82,Boleto,Confirmado,Abril,C01680,Bernardo Farias,Caxias do Sul,RS,Sul,D01680,Scheduled,32.99,2025-05-01 03:46:03,2025-05-02 03:46:03,Entregue
1681,2025-03-03 23:44:55,0.1258,161.7,184.26,Credito,Confirmado,Março,C01681,Júlia Oliveira,Mazagão,AP,Norte,D01681,Same-Day,42.9,2025-04-26 06:18:14,2025-04-30 06:18:14,Trânsito
1685,2025-03-18 23:47:48,0.0748,331.98,340.14,Debito,Confirmado,Março,C01685,Sr. Noah Rocha,Manacapuru,AM,Norte,D01685,Scheduled,32.99,2025-05-02 23:36:41,2025-05-03 23:36:41,A Caminho
1686,2025-03-28 13:43:31,0.0351,53.9,94.91,PIX,Confirmado,Março,C01686,Davi Luiz Monteiro,Juiz de Fora,MG,Sudeste,D01686,Same-Day,42.9,2025-05-11 15:23:55,2025-05-15 15:23:55,Trânsito
1696,2025-03-18 15:17:18,0.1276,331.98,322.61,Boleto,Confirmado,Março,C01696,Samuel Rocha,Vitória,ES,Sudeste,D01696,Scheduled,32.99,2025-05-05 12:13:14,2025-05-10 12:13:14,Entregue
1698,2025-04-11 05:26:41,0.0464,5397.03,5169.51,PIX,Confirmado,Abril,C01698,Matheus Ferreira,Nossa Senhora,SE,Nordeste,D01698,Standard,22.9,2025-04-22 11:23:39,2025-04-22 11:23:39,Trânsito
1706,2025-05-17 03:29:10,0.0928,1898.0,1754.86,PIX,Confirmado,Maio,C01706,Mariane Pinto,Crato,CE,Nordeste,D01706,Scheduled,32.99,2025-04-26 22:01:53,2025-04-29 22:01:53,Entregue
1710,2025-03-11 18:37:08,0.1195,2847.0,2549.68,PIX,Confirmado,Março,C01710,Letícia Correia,Joinville,SC,Sul,D01710,Same-Day,42.9,2025-05-02 12:12:34,2025-05-04 12:12:34,Atrasado
1719,2025-05-01 20:42:32,0.0544,499.64,495.36,Credito,Confirmado,Maio,C01719,Diego Costela,Ananindeua,PA,Norte,D01719,Standard,22.9,2025-04-19 15:05:49,2025-04-24 15:05:49,Entregue
1725,2025-04-26 20:47:09,0.0782,524.7,526.57,Boleto,Confirmado,Abril,C01725,Srta. Ana Vitória Melo,Florianópolis,SC,Sul,D01725,Same-Day,42.9,2025-04-25 03:06:40,2025-04-27 03:06:40,A Caminho
1729,2025-03-11 05:17:55,0.1365,497.97,452.9,PIX,Confirmado,Março,C01729,Diogo Nascimento,Vila Velha,ES,Sudeste,D01729,Standard,22.9,2025-04-23 05:19:43,2025-04-27 05:19:43,Trânsito
1732,2025-04-08 09:56:56,0.0932,1979.1,1827.64,PIX,Confirmado,Abril,C01732,Maitê Teixeira,Bacabal,MA,Nordeste,D01732,Scheduled,32.99,2025-05-06 08:07:19,2025-05-11 08:07:19,Atrasado
1739,2025-04-21 21:14:00,0.1237,3216.0,2841.08,Debito,Confirmado,Abril,C01739,Amanda Sales,Itajaí,SC,Sul,D01739,Standard,22.9,2025-04-16 01:21:26,2025-04-19 01:21:26,Trânsito
1744,2025-02-23 11:53:33,0.0059,1626.57,1649.96,Credito,Confirmado,Fevereiro,C01744,Davi Lucas Silva,Linhares,ES,Sudeste,D01744,Scheduled,32.99,2025-04-27 22:39:53,2025-04-27 22:39:53,Entregue
1746,2025-03-16 13:39:53,0.0151,53.7,75.79,PIX,Confirmado,Março,C01746,Nicolas Pires,Contagem,MG,Sudeste,D01746,Standard,22.9,2025-04-22 11:25:57,2025-04-27 11:25:57,Entregue
1748,2025-03-30 01:28:32,0.0369,1796.0,1752.63,PIX,Confirmado,Março,C01748,Emanuella Alves,Fortaleza,CE,Nordeste,D01748,Standard,22.9,2025-05-13 00:03:04,2025-05-14 00:03:04,Atrasado
1749,2025-04-29 07:58:33,0.1113,174.9,178.33,PIX,Confirmado,Abril,C01749,Sra. Emanuella Gonçalves,Caxias do Sul,RS,Sul,D01749,Standard,22.9,2025-04-17 20:35:00,2025-04-18 20:35:00,Trânsito
1750,2025-05-09 20:05:40,0.0859,6099.98,5598.89,Credito,Confirmado,Maio,C01750,Maria Vitória Nogueira,Jaboatão dos Guararapes,PE,Nordeste,D01750,Standard,22.9,2025-04-21 13:46:53,2025-04-23 13:46:53,Atrasado
1761,2025-03-20 19:18:51,0.1238,215.6,231.81,Boleto,Confirmado,Março,C01761,Camila da Conceição,Mucajaí,RR,Norte,D01761,Same-Day,42.9,2025-04-27 17:00:10,2025-05-01 17:00:10,Atrasado
1762,2025-04-14 20:37:10,0.0761,949.0,909.77,Credito,Confirmado,Abril,C01762,Ana Júlia Moura,Tefé,AM,Norte,D01762,Scheduled,32.99,2025-05-09 04:56:07,2025-05-14 04:56:07,Entregue
1771,2025-05-02 18:52:32,0.1302,1798.0,1606.8,Credito,Confirmado,Maio,C01771,Eloah da Mota,Porto Alegre,RS,Sul,D01771,Same-Day,42.9,2025-05-08 13:37:41,2025-05-11 13:37:41,Entregue
1776,2025-03-27 15:41:52,0.0434,49.9,80.72,PIX,Confirmado,Março,C01776,Gustavo Melo,Manacapuru,AM,Norte,D01776,Scheduled,32.99,2025-04-15 10:39:08,2025-04-19 10:39:08,Atrasado
1779,2025-04-05 03:57:32,0.0732,3079.6,2877.07,Debito,Confirmado,Abril,C01779,Yago Sales,Juiz de Fora,MG,Sudeste,D01779,Standard,22.9,2025-05-14 17:20:40,2025-05-16 17:20:40,A Caminho
1780,2025-02-24 04:44:13,0.0148,7196.04,7112.44,Debito,Confirmado,Fevereiro,C01780,Eduarda Melo,Serra,ES,Sudeste,D01780,Standard,22.9,2025-05-03 02:43:13,2025-05-04 02:43:13,Atrasado
1783,2025-05-02 05:49:38,0.1295,107.8,136.74,Boleto,Confirmado,Maio,C01783,Sr. Davi Luiz Cardoso,Londrina,PR,Sul,D01783,Same-Day,42.9,2025-04-19 14:49:13,2025-04-19 14:49:13,Atrasado
1786,2025-04-16 01:24:28,0.0661,71.6,99.86,Debito,Confirmado,Abril,C01786,Natália Novaes,Caxias,MA,Nordeste,D01786,Scheduled,32.99,2025-04-18 13:56:28,2025-04-20 13:56:28,A Caminho
1787,2025-04-10 01:31:07,0.0694,7916.4,7409.9,Debito,Confirmado,Abril,C01787,Maitê da Conceição,Manaus,AM,Norte,D01787,Same-Day,42.9,2025-04-20 05:31:54,2025-04-21 05:31:54,Trânsito
1788,2025-04-11 06:50:24,0.1432,174.9,192.75,Credito,Confirmado,Abril,C01788,Henrique Carvalho,Santo André,SP,Sudeste,D01788,Same-Day,42.9,2025-05-03 15:14:47,2025-05-05 15:14:47,Trânsito
1790,2025-02-18 00:55:21,0.0669,898.0,880.82,Credito,Confirmado,Fevereiro,C01790,Ana Clara das Neves,Bayeux,PB,Nordeste,D01790,Same-Day,42.9,2025-05-09 06:39:09,2025-05-12 06:39:09,Atrasado
1793,2025-05-15 22:02:53,0.0425,129.86,147.24,Debito,Confirmado,Maio,C01793,Marina da Paz,Parintins,AM,Norte,D01793,Standard,22.9,2025-05-03 00:17:22,2025-05-05 00:17:22,Entregue
1795,2025-04-12 11:16:46,0.035,124.91,143.44,Credito,Confirmado,Abril,C01795,Bryan Ribeiro,Cachoeiro de Itapemirim,ES,Sudeste,D01795,Standard,22.9,2025-04-16 23:43:58,2025-04-20 23:43:58,Atrasado
1796,2025-03-28 18:19:33,0.0516,428.99,449.75,Credito,Confirmado,Março,C01796,Sophie da Conceição,Tarauacá,AC,Norte,D01796,Same-Day,42.9,2025-05-14 08:52:48,2025-05-17 08:52:48,A Caminho
1799,2025-03-19 02:59:15,0.036,1796.0,1764.33,PIX,Confirmado,Março,C01799,Antônio Melo,Currais Novos,RN,Nordeste,D01799,Scheduled,32.99,2025-05-12 22:28:47,2025-05-14 22:28:47,A Caminho
1802,2025-02-17 12:27:55,0.1356,49.9,66.03,Boleto,Confirmado,Fevereiro,C01802,Enzo Gabriel Moraes,Florianópolis,SC,Sul,D01802,Standard,22.9,2025-04-27 02:38:30,2025-04-30 02:38:30,Trânsito
1804,2025-05-05 07:39:45,0.1471,1979.1,1720.96,Boleto,Confirmado,Maio,C01804,Cecília Duarte,Duque de Caxias,RJ,Sudeste,D01804,Scheduled,32.99,2025-04-30 15:16:12,2025-05-02 15:16:12,Atrasado
1805,2025-03-12 20:17:14,0.0521,2144.0,2065.29,Boleto,Confirmado,Março,C01805,Dra. Amanda Lima,Joinville,SC,Sul,D01805,Scheduled,32.99,2025-04-26 16:28:39,2025-04-26 16:28:39,Atrasado
1806,2025-03-22 02:07:41,0.1255,6099.98,5367.42,Credito,Confirmado,Março,C01806,Luiz Gustavo da Mota,Itacoatiara,AM,Norte,D01806,Scheduled,32.99,2025-04-24 05:19:27,2025-04-28 05:19:27,Trânsito
1807,2025-03-15 22:41:39,0.0385,2309.7,2253.77,PIX,Confirmado,Março,C01807,Sr. Carlos Eduardo Ribeiro,Niterói,RJ,Sudeste,D01807,Scheduled,32.99,2025-05-11 14:48:19,2025-05-13 14:48:19,Entregue
1812,2025-05-05 03:07:21,0.0665,449.0,452.13,Boleto,Confirmado,Maio,C01812,Pedro Nogueira,Mucajaí,RR,Norte,D01812,Scheduled,32.99,2025-04-24 20:30:38,2025-04-29 20:30:38,Entregue
1820,2025-04-01 03:36:27,0.0598,51.8,71.6,PIX,Confirmado,Abril,C01820,Luiz Fernando Pereira,Laranjal do Jari,AP,Norte,D01820,Standard,22.9,2025-04-24 17:20:29,2025-04-28 17:20:29,Entregue
1822,2025-03-07 22:58:08,0.1375,1799.01,1574.55,PIX,Confirmado,Março,C01822,Alexandre Moreira,Pelotas,RS,Sul,D01822,Standard,22.9,2025-04-27 22:39:48,2025-05-01 22:39:48,Entregue
1823,2025-04-01 05:03:14,0.1345,12199.96,10601.97,PIX,Confirmado,Abril,C01823,Olivia das Neves,Blumenau,SC,Sul,D01823,Same-Day,42.9,2025-05-02 14:35:18,2025-05-05 14:35:18,Trânsito
1828,2025-05-07 15:58:25,0.0681,155.4,177.81,Debito,Confirmado,Maio,C01828,Diego Cavalcanti,Mucajaí,RR,Norte,D01828,Scheduled,32.99,2025-05-06 05:34:33,2025-05-11 05:34:33,Trânsito
1831,2025-03-23 09:03:40,0.033,499.64,526.05,Credito,Confirmado,Março,C01831,Eduarda Castro,Londrina,PR,Sul,D01831,Same-Day,42.9,2025-04-19 22:02:30,2025-04-19 22:02:30,Trânsito
1853,2025-03-09 13:28:59,0.0398,3796.0,3687.82,PIX,Confirmado,Março,C01853,Lívia Pinto,São Paulo,SP,Sudeste,D01853,Same-Day,42.9,2025-04-24 22:58:13,2025-04-26 22:58:13,Trânsito
1855,2025-02-20 10:17:34,0.0965,4879.71,4431.72,Boleto,Confirmado,Fevereiro,C01855,Carolina da Rosa,Aracaju,SE,Nordeste,D01855,Standard,22.9,2025-05-10 01:22:48,2025-05-10 01:22:48,Entregue
1863,2025-04-19 01:37:48,0.0963,199.6,203.28,Debito,Confirmado,Abril,C01863,Lívia Peixoto,São Luís,MA,Nordeste,D01863,Standard,22.9,2025-05-10 02:46:10,2025-05-10 02:46:10,Atrasado
1864,2025-03-10 13:37:21,0.0467,2697.0,2593.95,Boleto,Confirmado,Março,C01864,Dra. Lara Alves,Pelotas,RS,Sul,D01864,Standard,22.9,2025-04-29 17:04:47,2025-04-29 17:04:47,Trânsito
1865,2025-04-08 03:01:12,0.012,4879.71,4854.14,Credito,Confirmado,Abril,C01865,Maria Fernanda da Mota,Caxias do Sul,RS,Sul,D01865,Scheduled,32.99,2025-04-17 03:31:11,2025-04-18 03:31:11,Entregue
1870,2025-02-23 02:55:18,0.1336,12199.96,10612.95,Boleto,Confirmado,Fevereiro,C01870,Kevin Oliveira,Londrina,PR,Sul,D01870,Same-Day,42.9,2025-05-06 16:33:58,2025-05-10 16:33:58,Atrasado
